id	lastname	firstname	faculty	institute	institution_long
FIS_1035	Depke	Maren	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_1391	Hildebrandt	Petra	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_1834	Schmidt	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_2095	Jehmlich	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_25114	Michalik	Stephan	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_49792	Surmann	Kristin	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_2250	von	Oliver	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_29096	Freund	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_776	Rumpel	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_1382	Endlich	Nicole	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_2246	Endlich	Karl-Hans	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_3089	Wegner	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_24978	Kotb	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_68842	Simon	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_45910	Ehlert	Karoline	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
FIS_272	Mundt	Torsten	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
FIS_653	Schwahn	Christian	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
FIS_2193	Biffar	Reiner	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
FIS_25123	Schumann	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_31358	Gebauer	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_44971	Schmidt	Silke	MNF	Institut für Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
FIS_44980	Muehlan	Holger	MNF	Institut für Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
FIS_45089	Kuecuekbalaban	NN	MNF	Institut für Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
FIS_32634	Otto	NN	MNF	Institut für Mikrobiologie	Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie
FIS_32435	Becher	Dörte	MNF	Institut für Mikrobiologie	Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics
FIS_1292	Domin	Martin	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_274	Bernhardt	Olaf	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_1592	Schipf	Sabine	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_44978	Kehl	Doris	MNF	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
FIS_44984	Knuth	NN	MNF	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
FIS_10043	Seifert	NN	MED	Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_23350	Grabe	Hans-Jürgen	MED	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_1063	Baumeister	Sebastian Edgar	MED	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_27424	Santamaria	Ruth	MED	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_2225	Hosemann	NN	MED	Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_2100	Krauel	NN	MED	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
FIS_73154	Delcea	Mihaela	MED	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
FIS_24973	Medvidov	NN	MED	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
FIS_26965	Palankar	NN	MED	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
FIS_45170	Schulzke	Carola	MNF	Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_1184	Hammer	Elke	MED	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_1852	Sappa	NN	MED	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_25902	Iuga	NN	MED	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_663	Dressel	Alexander	MED	Neurologie	Klinik und Poliklinik für Neurologie
FIS_847	Vogelgesang	Antje	MED	Neurologie	Klinik und Poliklinik für Neurologie
FIS_31343	Schulze	Juliane	MED	Neurologie	Klinik und Poliklinik für Neurologie
FIS_21763	Chenot	Jean-Francois	MED	Community Medicine	Institut für Community Medicine / Abt. Allgemeinmedizin
FIS_2320	Zygmunt	Marek Tadeusz	MED	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_47250	Jensen	NN	MED	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_47682	Muzzio	Damian Oscar	MED	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_342	Zimmermann	Uwe	MED	Urologie	Klinik und Poliklinik für Urologie
FIS_21761	Kröger	Nils	MED	Urologie	Klinik und Poliklinik für Urologie
FIS_1761	Fredrich	Daniel	MED	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_21789	Teipel	NN	MED	Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_49796	Hertel	Johannes	MED	Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_1538	Holtfreter	Silva	MED	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_32979	Hecker	NN	MNF	Mikrobiologie	Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie
FIS_2317	Petri	Eckhard	MED	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_249	Below	NN	MED	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_115627	Roschka	Sybille	MED	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_1418	Hegenscheid	Katrin	MED	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_964	Appel	Katja	MED	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_3623	Wittfeld	Katharina Constanze	MED	Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_1208	Partecke	Lars Ivo	MED	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_1222	Keßler	Wolfram	MED	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_1565	Diedrich	Stephan	MED	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_30896	Müller	Anja	MED	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_29	Gaida	Bernadette	MED	Neurologie	Klinik und Poliklinik für Neurologie
FIS_2212	Kessler	Christof	MED	Neurologie	Klinik und Poliklinik für Neurologie
FIS_27894	Gkalympoudis	NN	MED	Humangenetik	Institut für Humangenetik
FIS_1432	Petersmann	Astrid	MED	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_21333	Lemke	NN	MED	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_250	Ohlinger	Ralf	MED	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_2072	Köhler	Günter	MED	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_28701	Trojnarska	NN	MED	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_1890	Evert	Katja	MED	Pathologie	Institut für Pathologie
FIS_2009	Reinke	NN	MED	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_1516	Nießner	NN	MED	Pathologie	Institut für Pathologie
FIS_220	Lüdemann	Jan	MED	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_646	Landsberger	Martin	MED	Pathophysiologie	Institut für Pathophysiologie
FIS_2236	Brinkmeier	Heinrich	MED	Pathophysiologie	Institut für Pathophysiologie
FIS_1789	Dittmann	NN	MED	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_2201	Rettig	NN	MED	Physiologie	Institut für Physiologie
FIS_1878	Hannemann	Anke	MED	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_861	Spielhagen	NN	MED	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_1698	Radke	Dörte	MED	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_2061	Koch	NN	MED	Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_27892	Lorenz	NN	MED	Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_1261	Thamm	NN	MED	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_1705	Koban	NN	MED	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_223	Kramer	Axel	MED	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_1264	Hübner	Nils-Olaf	MED	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_1861	Bender	NN	MED	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_1881	Matthes	Rutger	MED	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_37237	Weltmann	Klaus-Dieter	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_50496	Laufs	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_47255	Pribyl	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_33581	Hammerschmidt	Sven	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_44976	Saleh	NN	MNF	Institut für Mikrobiologie	Institut für Mikrobiologie / Abteilung Mikrobielle Physiologie und Molekularbiologie
FIS_3400	Darm	Katrin	MED	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_44997	Kohler	Thomas	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_45222	Binsker	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_2309	Lehnert	Bernhard Konrad	MED	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_1728	Meyer-Moock	Sandra	MED	Institut für Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
FIS_2034	Feng	NN	MED	Institut für Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
FIS_201	Walther	Reinhard	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_19609	Sahr	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_21404	Härdtner	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_1683	Kasch	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_805	Hofer	Andre	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_1803	Kayser	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_29788	Sperling	Christian	MED	Institut für Humangenetik	Institut für Humangenetik
FIS_33548	Melzer	Andre	MNF	Institut für Physik	Institut für Physik / AG Kolloidale Plasmen
FIS_45035	Himpel	Michael	MNF	Institut für Physik	Institut für Physik / AG Kolloidale Plasmen
FIS_45155	Killer	NN	MNF	Institut für Physik	Institut für Physik / AG Kolloidale Plasmen
FIS_36090	Kalentev	NN	MNF	Institut für Physik	Institut für Physik
FIS_45095	Duras	NN	MNF	Institut für Physik	Institut für Physik
FIS_44988	Schneider	Ralf	MNF	Institut für Physik	Institut für Physik / AG Computational Science
FIS_33599	Meichsner	NN	MNF	Institut für Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
FIS_44993	Küllig	NN	MNF	Institut für Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
FIS_45179	Wegner	NN	MNF	Institut für Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
FIS_47135	Lüskow	NN	MNF	Institut für Physik	Institut für Physik / AG Computational Science
FIS_3586	Piegsa	Jens	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_19842	Bahls	Thomas	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_28025	Bialke	Martin	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_162	Hirt	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_2206	Dölken	Gottfried	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_50530	Ahmadi	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_1872	Buchholz	NN	MED	Institut für Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
FIS_2184	Kordaß	Bernd	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
FIS_2199	Meyer	Georg	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_1583	Thiele	NN	MED	Institut für Pathologie	Institut für Pathologie
FIS_1325	Karanam	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_1216	Breitbach	NN	MED	Friedrich Loeffler Institut für Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
FIS_1500	Bast	NN	MED	Friedrich Loeffler Institut für Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
FIS_2243	Steinmetz	Ivo	MED	Friedrich Loeffler Institut für Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
