;author_name;person_ID;inst_ID;institution_long;faculty_ID;faculty;lastname;forename;institution
252;Homuth G;1351;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Homuth;Georg;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
253;Völker U;2234;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Völker;Uwe;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
254;Ernst F;2254;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
256;Kraft M;1050;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
257;Simon P;1081;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
259;Kraft K;2507;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
260;Krüger J;24927;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
261;Vogt L;63757;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
263;Gärtner S;2090;117;Beschaffung/Verbrauch;1;Universitätsmedizin Greifswald;Gärtner;Simone;Beschaffung
264;Schüler N;3480;117;Beschaffung/Verbrauch;1;Universitätsmedizin Greifswald;NaN;NaN;Beschaffung
268;Grotevendt A;2305;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
269;Lohr J;65029;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
272;Calvisi D;1820;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;Calvisi;Diego Francesco;Institut für Pathologie
273;Dombrowski F;2248;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;Dombrowski;Frank Stephan;Institut für Pathologie
275;Lode H;2001;18;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Allgemeine Pädiatrie;1;Universitätsmedizin Greifswald;Lode;Holger;Zentrum für Kinder- und Jugendmedizin
276;Lange A;993;21;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin;1;Universitätsmedizin Greifswald;Lange;Anja;Zentrum für Kinder- und Jugendmedizin
279;Lutze S;1423;16;Klinik und Poliklinik für Hautkrankheiten;1;Universitätsmedizin Greifswald;Lutze;Stine;Klinik und Poliklinik für Hautkrankheiten
280;Daeschlein G;1897;16;Klinik und Poliklinik für Hautkrankheiten;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Hautkrankheiten
281;Jünger M;2232;16;Klinik und Poliklinik für Hautkrankheiten;1;Universitätsmedizin Greifswald;Jünger;Michael;Klinik und Poliklinik für Hautkrankheiten
282;von Podewils S;3585;16;Klinik und Poliklinik für Hautkrankheiten;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Hautkrankheiten
284;Napp M;1345;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;Napp;Matthias;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
285;Gümbel D;27620;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
286;von Woedtke T;31450;38;Institut für Hygiene und Umweltmedizin;1;Universitätsmedizin Greifswald;von Woedtke;Thomas;Institut für Hygiene und Umweltmedizin
287;Haase H;43803;202;Institut für Mathematik und Informatik / AG Stochastik-Fraktale;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
288;Wolke C;1868;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;Wolke;Carmen;Institut für Medizinische Biochemie und Molekularbiologie
289;Lendeckel U;2249;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;Lendeckel;Uwe;Institut für Medizinische Biochemie und Molekularbiologie
290;Meisel P;410;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;Meisel;Peter;Zentrum für Zahn-, Mund- und Kieferheilkunde
291;Holtfreter B;1575;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;Holtfreter;Birte;Zentrum für Zahn-, Mund- und Kieferheilkunde
292;Kocher T;2185;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
298;Zhan Y;27913;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
304;Schützhold S;27966;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
306;Böttcher K;1251;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;Schmidt;Kerstin;Institut für Pharmakologie
308;Steiner T;20396;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
312;Fluhr G;1544;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
321;Scheiber J;2125;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
323;Sendler M;2303;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;Sendler;Matthias;Zentrum für Innere Medizin
325;Schick V;48202;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
326;Omercevic A;48207;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
327;Brandt C;48208;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
330;Busch R;1755;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
331;Strohbach A;2015;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
332;Thevs N;35211;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
334;Beckmann V;53679;345;Fachbereich Wirtschaftswissenschaften / LS für AVWL und Landschaftsökonomie;4;Rechts- und Staatswissenschaftliche Fakultät;Beckmann;Volker;Fachbereich Wirtschaftswissenschaften
338;Khaw A;615;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
339;Depke M;1035;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Depke;Maren;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
340;Hildebrandt P;1391;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Hildebrandt;Petra;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
341;Schmidt F;1834;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
342;Jehmlich N;2095;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
344;Michalik S;25114;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Michalik;Stephan;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
345;Surmann K;49792;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Surmann;Kristin;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
346;von Bohlen und Halbach O;2250;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;von Bohlen und Halbach;Oliver;Institut für Anatomie und Zellbiologie
348;Freund M;29096;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
349;Rumpel E;776;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
350;Endlich N;1382;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;Endlich;Nicole;Institut für Anatomie und Zellbiologie
351;Endlich K;2246;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;Endlich;Karl-Hans;Institut für Anatomie und Zellbiologie
352;Wegner H;3089;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
353;Kotb A;24978;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
354;Simon O;68842;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
356;Ehlert K;45910;20;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie;1;Universitätsmedizin Greifswald;Ehlert;Karoline;Zentrum für Kinder- und Jugendmedizin
357;Mundt T;272;25;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde;1;Universitätsmedizin Greifswald;Mundt;Torsten;Zentrum für Zahn-, Mund- und Kieferheilkunde
359;Schwahn C;653;25;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde;1;Universitätsmedizin Greifswald;Schwahn;Christian;Zentrum für Zahn-, Mund- und Kieferheilkunde
360;Biffar R;2193;25;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde;1;Universitätsmedizin Greifswald;Biffar;Reiner;Zentrum für Zahn-, Mund- und Kieferheilkunde
364;Schumann M;25123;63;Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
365;Gebauer A;31358;63;Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
366;Schmidt S;44971;197;Institut für Psychologie / AG Gesundheit und Prävention;2;Mathematisch-Naturwissenschaftliche Fakultät;Schmidt-Schuchert;Silke;Institut für Psychologie
367;Muehlan H;44980;197;Institut für Psychologie / AG Gesundheit und Prävention;2;Mathematisch-Naturwissenschaftliche Fakultät;Mühlan-Rehmer;Holger;Institut für Psychologie
368;Kuecuekbalaban P;45089;197;Institut für Psychologie / AG Gesundheit und Prävention;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
370;Otto A;32634;237;Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
371;Becher D;32435;241;Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics;2;Mathematisch-Naturwissenschaftliche Fakultät;Becher;Dörte;Institut für Mikrobiologie
383;Domin M;1292;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;Domin;Martin;Zentrum für Radiologie
385;Bernhardt O;274;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;Bernhardt;Olaf;Zentrum für Zahn-, Mund- und Kieferheilkunde
388;Schipf S;1592;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;Schipf;Sabine;Institut für Community Medicine
396;Kehl D;44978;197;Institut für Psychologie / AG Gesundheit und Prävention;2;Mathematisch-Naturwissenschaftliche Fakultät;Kehl;Doris;Psychologie
397;Knuth D;44984;197;Institut für Psychologie / AG Gesundheit und Prävention;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Psychologie
404;Seifert J;10043;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
406;Grabe H;23350;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;Grabe;Hans-Jürgen;Psychiatrie und Psychotherapie
408;Baumeister S;1063;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;Baumeister;Sebastian Edgar;Community Medicine
412;Santamaria Sanchez R;27424;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;Santamaria Sanchez;Ruth;Zahn-, Mund- und Kieferheilkunde
416;Hosemann W;2225;15;Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
419;Krauel K;2100;53;Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Immunologie und Transfusionsmedizin
421;Delcea M;73154;53;Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin;1;Universitätsmedizin Greifswald;Delcea;Mihaela;Immunologie und Transfusionsmedizin
422;Medvidov M;24973;53;Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Immunologie und Transfusionsmedizin
423;Palankar R;26965;53;Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Immunologie und Transfusionsmedizin
424;Schulzke C;45170;222;Institut für Biochemie / AG Bioanorganische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Schulzke;Carola;Biochemie
425;Hammer E;1184;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Hammer;Elke;Genetik und Funktionelle Genomforschung
426;Sappa P;1852;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Genetik und Funktionelle Genomforschung
428;Iuga C;25902;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Genetik und Funktionelle Genomforschung
430;Dressel A;663;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;Dressel;Alexander;Neurologie
431;Vogelgesang A;847;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;Vogelgesang;Antje;Neurologie
434;Schulze J;31343;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;Schulze;Juliane;Neurologie
437;Chenot J;21763;65;Institut für Community Medicine / Abt. Allgemeinmedizin;1;Universitätsmedizin Greifswald;Chenot;Jean-Francois;Community Medicine
438;Zygmunt M;2320;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;Zygmunt;Marek Tadeusz;Frauenheilkunde und Geburtshilfe
439;Jensen C;47250;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Frauenheilkunde und Geburtshilfe
440;Muzzio D;47682;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;Muzzio;Damian Oscar;Frauenheilkunde und Geburtshilfe
